Advertiser_ID,Advertiser_Name,Line_Item_ID,Line_Item_Name,Line_Item_Status,Daily_Spend,Floodlight_Activity_ID,Floodlight_Name,Counting_Method,Floodlight_Status,Lookback_Window_Days,Last_Conversion_Date,Impressions_Last_24h,Clicks_Last_24h,Cookie_Consented_Count,Cookie_Unconsented_Count,GTM_Container_Link
ADV_1039,Advertiser_ADV_1039,LI_8586,Campaign_Spring_Display,ACTIVE,4152.36,FL_9032,Activity_FL_9032,Unique,ACTIVE,30,2026-01-30,19913,54,208,12,GTM-XYZ129
ADV_1043,Advertiser_ADV_1043,LI_7548,Campaign_Q1_Display,ACTIVE,3087.81,FL_9057,Activity_FL_9057,Session,ACTIVE,30,2026-01-30,15129,204,601,83,GTM-XYZ128
ADV_1048,Advertiser_ADV_1048,LI_9852,Campaign_Q2_Display,ACTIVE,327.9,FL_9005,Activity_FL_9005,Unique,ACTIVE,30,2026-01-30,19046,60,108,24,GTM-XYZ132
ADV_1030,Advertiser_ADV_1030,LI_5805,Campaign_Q1_Display,ACTIVE,830.15,nan,Activity_FL_9094,Unique,ACTIVE,30,2026-01-30,28463,191,777,21,GTM-XYZ144
ADV_1008,Advertiser_ADV_1008,LI_9826,Campaign_Q1_Display,ACTIVE,4853.7,FL_9000,Activity_FL_9000,Unique,ACTIVE,30,2026-01-30,31168,313,986,27,GTM-XYZ123
ADV_1036,Advertiser_ADV_1036,LI_7733,Campaign_Q2_Display,ACTIVE,1161.88,nan,Activity_FL_9029,Standard,ACTIVE,30,2026-01-30,33403,928,538,32,GTM-XYZ122
ADV_1044,Advertiser_ADV_1044,LI_8856,Campaign_Q2_Display,ACTIVE,4186.5,FL_9022,Activity_FL_9022,Standard,ACTIVE,30,2026-01-30,13502,469,396,76,GTM-XYZ104
ADV_1031,Advertiser_ADV_1031,LI_9609,Campaign_Q2_Display,ACTIVE,4598.79,FL_9059,Activity_FL_9059,Standard,ACTIVE,30,2026-01-30,42015,100,125,88,GTM-XYZ146
ADV_1032,Advertiser_ADV_1032,LI_6095,Campaign_Q1_Display,ACTIVE,1088.6,FL_9083,Activity_FL_9083,Unique,ACTIVE,30,2026-01-30,32267,877,801,10,GTM-XYZ139
ADV_1039,Advertiser_ADV_1039,LI_6947,Campaign_Spring_Display,ACTIVE,336.22,FL_9028,Activity_FL_9028,Session,ACTIVE,30,2026-01-30,13380,301,975,62,GTM-XYZ102
ADV_1023,Advertiser_ADV_1023,LI_7228,Campaign_Spring_Display,ACTIVE,2949.34,FL_9071,Activity_FL_9071,Unique,ACTIVE,30,2026-01-30,17838,769,379,36,GTM-XYZ100
ADV_1049,Advertiser_ADV_1049,LI_5110,Campaign_Spring_Display,ACTIVE,4735.56,FL_9014,Activity_FL_9014,Unique,ACTIVE,30,2026-01-30,15692,917,164,21,GTM-XYZ150
ADV_1022,Advertiser_ADV_1022,LI_7701,Campaign_Q2_Display,ACTIVE,1149.84,FL_9017,Activity_FL_9017,Standard,ACTIVE,30,2026-01-30,43788,520,555,84,GTM-XYZ116
ADV_1011,Advertiser_ADV_1011,LI_7174,Campaign_Spring_Display,ACTIVE,3893.64,FL_9083,Activity_FL_9083,Standard,ACTIVE,30,2026-01-30,13209,798,695,46,GTM-XYZ130
ADV_1034,Advertiser_ADV_1034,LI_9592,Campaign_Q1_Display,ACTIVE,2981.77,FL_9022,Activity_FL_9022,Standard,ACTIVE,30,2026-01-30,23469,984,391,37,GTM-XYZ147
ADV_1044,Advertiser_ADV_1044,LI_9880,Campaign_Spring_Display,ACTIVE,3188.3,FL_9100,Activity_FL_9100,Standard,ACTIVE,30,2026-01-30,3460,498,596,23,GTM-XYZ130
ADV_1007,Advertiser_ADV_1007,LI_6143,Campaign_Q1_Display,ACTIVE,3377.0,FL_9094,Activity_FL_9094,Unique,ACTIVE,30,2026-01-30,38590,317,752,25,GTM-XYZ127
ADV_1010,Advertiser_ADV_1010,LI_7136,Campaign_Q2_Display,ACTIVE,1118.99,FL_9050,Activity_FL_9050,Session,ACTIVE,30,2026-01-30,15433,971,188,38,GTM-XYZ136
ADV_1009,Advertiser_ADV_1009,LI_8586,Campaign_Q2_Display,ACTIVE,2116.76,nan,Activity_FL_9039,Standard,ACTIVE,30,2026-01-30,5219,151,830,67,GTM-XYZ139
ADV_1013,Advertiser_ADV_1013,LI_8876,Campaign_Q1_Display,ACTIVE,1832.7,FL_9035,Activity_FL_9035,Unique,ACTIVE,30,2026-01-30,23429,132,766,62,GTM-XYZ130
ADV_1006,Advertiser_ADV_1006,LI_9219,Campaign_Q2_Display,ACTIVE,4383.15,FL_9070,Activity_FL_9070,Unique,ACTIVE,30,2026-01-30,34998,677,240,34,GTM-XYZ126
ADV_1049,Advertiser_ADV_1049,LI_7617,Campaign_Q1_Display,ACTIVE,591.07,FL_9098,Activity_FL_9098,Unique,ACTIVE,30,2026-01-30,4926,664,291,29,GTM-XYZ117
ADV_1029,Advertiser_ADV_1029,LI_8208,Campaign_Q1_Display,ACTIVE,4175.38,FL_9088,Activity_FL_9088,Standard,ACTIVE,30,2026-01-30,25895,835,228,96,GTM-XYZ116
ADV_1018,Advertiser_ADV_1018,LI_5059,Campaign_Q2_Display,ACTIVE,4293.54,FL_9023,Activity_FL_9023,Session,ACTIVE,30,2026-01-30,30657,130,440,97,GTM-XYZ115
ADV_1005,Advertiser_ADV_1005,LI_5324,Campaign_Spring_Display,ACTIVE,1336.1,nan,Activity_FL_9011,Session,ACTIVE,30,2026-01-30,29902,190,442,39,GTM-XYZ101
ADV_1033,Advertiser_ADV_1033,LI_6099,Campaign_Q2_Display,ACTIVE,1873.07,FL_9016,Activity_FL_9016,Unique,ACTIVE,30,2026-01-30,1288,502,892,70,GTM-XYZ133
ADV_1025,Advertiser_ADV_1025,LI_9424,Campaign_Spring_Display,ACTIVE,926.24,FL_9008,Activity_FL_9008,Unique,ACTIVE,30,2025-01-01,28976,91,472,13,GTM-XYZ103
ADV_1018,Advertiser_ADV_1018,LI_8465,Campaign_Q2_Display,ACTIVE,2698.8,FL_9036,Activity_FL_9036,Session,ACTIVE,30,2026-01-30,23030,80,672,65,GTM-XYZ134
ADV_1037,Advertiser_ADV_1037,LI_9111,Campaign_Q2_Display,ACTIVE,676.99,FL_9054,Activity_FL_9054,Unique,ACTIVE,30,2026-01-30,6454,541,281,61,GTM-XYZ119
ADV_1012,Advertiser_ADV_1012,LI_8866,Campaign_Q1_Display,ACTIVE,1812.52,FL_9036,Activity_FL_9036,Unique,ACTIVE,30,2026-01-30,39766,676,228,27,GTM-XYZ150
ADV_1025,Advertiser_ADV_1025,LI_8449,Campaign_Spring_Display,ACTIVE,713.38,FL_9080,Activity_FL_9080,Standard,ACTIVE,30,2026-01-30,36931,835,877,99,GTM-XYZ130
ADV_1041,Advertiser_ADV_1041,LI_9591,Campaign_Spring_Display,ACTIVE,2507.0,nan,Activity_FL_9015,Unique,ACTIVE,30,2026-01-30,4019,871,400,77,GTM-XYZ133
ADV_1009,Advertiser_ADV_1009,LI_5192,Campaign_Spring_Display,ACTIVE,1837.62,FL_9080,Activity_FL_9080,Standard,ACTIVE,30,2026-01-30,8469,407,602,29,GTM-XYZ129
ADV_1048,Advertiser_ADV_1048,LI_7027,Campaign_Q2_Display,ACTIVE,163.88,FL_9076,Activity_FL_9076,Unique,ACTIVE,30,2026-01-30,20691,807,0,91,GTM-XYZ117
ADV_1029,Advertiser_ADV_1029,LI_5518,Campaign_Q2_Display,ACTIVE,4478.95,FL_9085,Activity_FL_9085,Unique,ACTIVE,30,2026-01-30,38335,959,989,45,GTM-XYZ150
ADV_1029,Advertiser_ADV_1029,LI_9567,Campaign_Spring_Display,ACTIVE,4865.74,FL_9034,Activity_FL_9034,Session,ACTIVE,30,2026-01-30,42825,735,312,64,GTM-XYZ143
ADV_1008,Advertiser_ADV_1008,LI_8723,Campaign_Q1_Display,ACTIVE,3261.07,FL_9083,Activity_FL_9083,Standard,ACTIVE,30,2026-01-30,14365,917,625,75,GTM-XYZ110
ADV_1007,Advertiser_ADV_1007,LI_7972,Campaign_Spring_Display,ACTIVE,405.24,FL_9012,Activity_FL_9012,Standard,ACTIVE,30,2026-01-30,5302,193,498,15,GTM-XYZ121
ADV_1005,Advertiser_ADV_1005,LI_5639,Campaign_Q2_Display,ACTIVE,4661.54,FL_9051,Activity_FL_9051,Session,ACTIVE,30,2026-01-30,49245,668,998,92,GTM-XYZ100
ADV_1029,Advertiser_ADV_1029,LI_6976,Campaign_Q2_Display,ACTIVE,2884.47,FL_9064,Activity_FL_9064,Unique,ACTIVE,30,2026-01-30,36100,596,562,47,GTM-XYZ116
ADV_1018,Advertiser_ADV_1018,LI_6056,Campaign_Q2_Display,ACTIVE,4975.74,FL_9052,Activity_FL_9052,Standard,ACTIVE,30,2026-01-30,8361,503,201,66,GTM-XYZ111
ADV_1017,Advertiser_ADV_1017,LI_8296,Campaign_Spring_Display,ACTIVE,1621.16,FL_9049,Activity_FL_9049,Session,ACTIVE,30,2026-01-30,36275,861,753,54,GTM-XYZ129
ADV_1035,Advertiser_ADV_1035,LI_6241,Campaign_Q1_Display,ACTIVE,2549.21,FL_9047,Activity_FL_9047,Session,ACTIVE,30,2026-01-30,12229,210,156,84,GTM-XYZ139
ADV_1028,Advertiser_ADV_1028,LI_9846,Campaign_Spring_Display,ACTIVE,1983.56,FL_9023,Activity_FL_9023,Unique,ACTIVE,30,2026-01-30,39413,429,728,72,GTM-XYZ117
ADV_1039,Advertiser_ADV_1039,LI_7907,Campaign_Spring_Display,ACTIVE,257.06,FL_9034,Activity_FL_9034,Unique,ACTIVE,30,2026-01-30,26716,854,451,61,GTM-XYZ120
ADV_1026,Advertiser_ADV_1026,LI_8966,Campaign_Q2_Display,ACTIVE,4904.24,FL_9061,Activity_FL_9061,Session,ACTIVE,30,2026-01-30,4336,189,206,38,GTM-XYZ102
ADV_1005,Advertiser_ADV_1005,LI_6056,Campaign_Q2_Display,ACTIVE,3570.78,FL_9096,Activity_FL_9096,Unique,ACTIVE,30,2026-01-30,3912,707,808,61,GTM-XYZ135
ADV_1015,Advertiser_ADV_1015,LI_9832,Campaign_Spring_Display,ACTIVE,2429.17,FL_9037,Activity_FL_9037,Unique,ACTIVE,30,2026-01-30,12684,272,533,27,GTM-XYZ131
ADV_1027,Advertiser_ADV_1027,LI_8211,Campaign_Q1_Display,ACTIVE,2960.98,FL_9048,Activity_FL_9048,Session,ACTIVE,30,2026-01-30,35104,404,366,98,GTM-XYZ138
ADV_1010,Advertiser_ADV_1010,LI_8023,Campaign_Q1_Display,ACTIVE,2415.15,FL_9022,Activity_FL_9022,Session,ACTIVE,30,2026-01-30,39969,975,799,33,GTM-XYZ120
ADV_1030,Advertiser_ADV_1030,LI_7458,Campaign_Q1_Display,ACTIVE,4966.63,FL_9083,Activity_FL_9083,Unique,ACTIVE,30,2025-01-01,2615,822,157,81,GTM-XYZ106
ADV_1006,Advertiser_ADV_1006,LI_5024,Campaign_Spring_Display,ACTIVE,4173.11,FL_9059,Activity_FL_9059,Unique,ACTIVE,30,2026-01-30,19690,690,0,81,GTM-XYZ148
ADV_1007,Advertiser_ADV_1007,LI_6497,Campaign_Q1_Display,ACTIVE,1588.42,FL_9002,Activity_FL_9002,Session,ACTIVE,30,2026-01-30,37962,515,187,34,GTM-XYZ106
ADV_1042,Advertiser_ADV_1042,LI_6589,Campaign_Spring_Display,ACTIVE,2506.03,FL_9021,Activity_FL_9021,Standard,ACTIVE,30,2026-01-30,44864,231,242,24,GTM-XYZ107
ADV_1048,Advertiser_ADV_1048,LI_7969,Campaign_Q1_Display,ACTIVE,944.6,FL_9015,Activity_FL_9015,Standard,ACTIVE,30,2026-01-30,49278,412,909,11,GTM-XYZ128
ADV_1031,Advertiser_ADV_1031,LI_6906,Campaign_Q2_Display,ACTIVE,1680.0,FL_9080,Activity_FL_9080,Standard,ACTIVE,30,2026-01-30,10351,848,691,61,GTM-XYZ146
ADV_1031,Advertiser_ADV_1031,LI_7605,Campaign_Spring_Display,ACTIVE,215.43,FL_9074,Activity_FL_9074,Session,ACTIVE,30,2026-01-30,34526,465,0,86,GTM-XYZ111
ADV_1003,Advertiser_ADV_1003,LI_5528,Campaign_Spring_Display,ACTIVE,3696.1,FL_9007,Activity_FL_9007,Session,ACTIVE,30,2025-01-01,10840,527,342,56,GTM-XYZ145
ADV_1006,Advertiser_ADV_1006,LI_7040,Campaign_Q2_Display,ACTIVE,3855.77,FL_9078,Activity_FL_9078,Standard,ACTIVE,30,2026-01-30,33822,921,673,68,GTM-XYZ148
ADV_1025,Advertiser_ADV_1025,LI_8894,Campaign_Q2_Display,ACTIVE,918.11,FL_9057,Activity_FL_9057,Unique,ACTIVE,30,2026-01-30,26350,56,234,34,GTM-XYZ138
ADV_1018,Advertiser_ADV_1018,LI_6096,Campaign_Spring_Display,ACTIVE,2967.5,FL_9071,Activity_FL_9071,Standard,ACTIVE,30,2026-01-30,48501,98,693,97,GTM-XYZ106
ADV_1025,Advertiser_ADV_1025,LI_6037,Campaign_Spring_Display,ACTIVE,1247.36,FL_9087,Activity_FL_9087,Standard,ACTIVE,30,2026-01-30,21913,641,0,99,GTM-XYZ121
ADV_1027,Advertiser_ADV_1027,LI_7065,Campaign_Q2_Display,ACTIVE,4696.79,FL_9059,Activity_FL_9059,Session,ACTIVE,30,2026-01-30,26820,386,648,77,GTM-XYZ102
ADV_1005,Advertiser_ADV_1005,LI_5522,Campaign_Spring_Display,ACTIVE,2083.18,FL_9019,Activity_FL_9019,Standard,ACTIVE,30,2026-01-30,12487,377,293,26,GTM-XYZ106
ADV_1044,Advertiser_ADV_1044,LI_8051,Campaign_Q2_Display,ACTIVE,1954.3,FL_9023,Activity_FL_9023,Standard,ACTIVE,30,2026-01-30,4462,535,853,18,GTM-XYZ125
ADV_1039,Advertiser_ADV_1039,LI_8338,Campaign_Q1_Display,ACTIVE,4434.36,FL_9011,Activity_FL_9011,Standard,ACTIVE,30,2025-01-01,40733,281,297,94,GTM-XYZ147
ADV_1021,Advertiser_ADV_1021,LI_8103,Campaign_Q2_Display,ACTIVE,3928.25,FL_9096,Activity_FL_9096,Unique,ACTIVE,30,2026-01-30,46241,986,452,15,GTM-XYZ113
ADV_1030,Advertiser_ADV_1030,LI_8125,Campaign_Q1_Display,ACTIVE,4716.18,FL_9054,Activity_FL_9054,Unique,ACTIVE,30,2026-01-30,27533,974,631,73,GTM-XYZ119
ADV_1008,Advertiser_ADV_1008,LI_6361,Campaign_Q1_Display,ACTIVE,4941.41,FL_9074,Activity_FL_9074,Standard,ACTIVE,30,2026-01-30,45968,862,835,35,GTM-XYZ148
ADV_1013,Advertiser_ADV_1013,LI_5500,Campaign_Spring_Display,ACTIVE,3193.78,FL_9051,Activity_FL_9051,Unique,ACTIVE,30,2026-01-30,2727,298,357,29,GTM-XYZ104
ADV_1043,Advertiser_ADV_1043,LI_9894,Campaign_Q2_Display,ACTIVE,3700.24,FL_9068,Activity_FL_9068,Standard,ACTIVE,30,2026-01-30,7275,588,821,47,GTM-XYZ127
ADV_1002,Advertiser_ADV_1002,LI_9328,Campaign_Q1_Display,ACTIVE,3672.46,FL_9063,Activity_FL_9063,Standard,ACTIVE,30,2026-01-30,46204,942,529,86,GTM-XYZ147
ADV_1025,Advertiser_ADV_1025,LI_7566,Campaign_Spring_Display,ACTIVE,1018.07,FL_9015,Activity_FL_9015,Standard,ACTIVE,30,2026-01-30,8516,464,415,80,GTM-XYZ101
ADV_1019,Advertiser_ADV_1019,LI_6677,Campaign_Q2_Display,ACTIVE,2552.78,FL_9021,Activity_FL_9021,Session,ACTIVE,30,2026-01-30,11762,256,838,69,GTM-XYZ112
ADV_1044,Advertiser_ADV_1044,LI_6432,Campaign_Q2_Display,ACTIVE,2793.85,FL_9014,Activity_FL_9014,Standard,ACTIVE,30,2026-01-30,18830,680,571,51,GTM-XYZ134
ADV_1044,Advertiser_ADV_1044,LI_9863,Campaign_Q1_Display,ACTIVE,1673.32,FL_9014,Activity_FL_9014,Unique,ACTIVE,30,2026-01-30,19742,354,552,99,GTM-XYZ119
ADV_1002,Advertiser_ADV_1002,LI_6317,Campaign_Q1_Display,ACTIVE,1381.49,FL_9068,Activity_FL_9068,Session,ACTIVE,30,2026-01-30,13881,249,447,78,GTM-XYZ136
ADV_1010,Advertiser_ADV_1010,LI_7249,Campaign_Q1_Display,ACTIVE,212.32,FL_9034,Activity_FL_9034,Unique,ACTIVE,30,2026-01-30,10902,670,273,65,GTM-XYZ114
ADV_1042,Advertiser_ADV_1042,LI_9302,Campaign_Spring_Display,ACTIVE,2648.57,FL_9052,Activity_FL_9052,Standard,ACTIVE,30,2026-01-30,49242,96,757,84,GTM-XYZ142
ADV_1022,Advertiser_ADV_1022,LI_5769,Campaign_Q2_Display,ACTIVE,4958.95,FL_9046,Activity_FL_9046,Standard,ACTIVE,30,2026-01-30,19752,625,414,44,GTM-XYZ114
ADV_1002,Advertiser_ADV_1002,LI_5870,Campaign_Q2_Display,ACTIVE,1223.75,FL_9081,Activity_FL_9081,Standard,ACTIVE,30,2026-01-30,18492,587,761,34,GTM-XYZ126
ADV_1045,Advertiser_ADV_1045,LI_9267,Campaign_Q1_Display,ACTIVE,3783.19,FL_9096,Activity_FL_9096,Session,ACTIVE,30,2026-01-30,36865,121,509,44,GTM-XYZ145
ADV_1034,Advertiser_ADV_1034,LI_9056,Campaign_Spring_Display,ACTIVE,4982.21,FL_9064,Activity_FL_9064,Session,ACTIVE,30,2026-01-30,37684,950,356,95,GTM-XYZ120
ADV_1011,Advertiser_ADV_1011,LI_7440,Campaign_Spring_Display,ACTIVE,2106.95,FL_9070,Activity_FL_9070,Unique,ACTIVE,30,2026-01-30,25779,859,916,80,GTM-XYZ107
ADV_1004,Advertiser_ADV_1004,LI_7151,Campaign_Q1_Display,ACTIVE,4194.65,FL_9017,Activity_FL_9017,Standard,ACTIVE,30,2026-01-30,12945,674,410,52,GTM-XYZ121
ADV_1043,Advertiser_ADV_1043,LI_9150,Campaign_Q2_Display,ACTIVE,299.47,FL_9056,Activity_FL_9056,Standard,ACTIVE,30,2026-01-30,39810,183,275,57,GTM-XYZ103
ADV_1007,Advertiser_ADV_1007,LI_7271,Campaign_Spring_Display,ACTIVE,3691.43,FL_9016,Activity_FL_9016,Unique,ACTIVE,30,2026-01-30,49622,393,696,80,GTM-XYZ103
ADV_1015,Advertiser_ADV_1015,LI_5102,Campaign_Spring_Display,ACTIVE,4065.66,FL_9062,Activity_FL_9062,Session,ACTIVE,30,2026-01-30,38760,373,231,50,GTM-XYZ121
ADV_1003,Advertiser_ADV_1003,LI_7541,Campaign_Spring_Display,ACTIVE,4944.4,FL_9074,Activity_FL_9074,Standard,ACTIVE,30,2026-01-30,13387,787,656,97,GTM-XYZ102
ADV_1020,Advertiser_ADV_1020,LI_8652,Campaign_Spring_Display,ACTIVE,796.83,FL_9047,Activity_FL_9047,Standard,ACTIVE,30,2026-01-30,38227,642,845,82,GTM-XYZ113
ADV_1021,Advertiser_ADV_1021,LI_9180,Campaign_Spring_Display,ACTIVE,1611.77,FL_9067,Activity_FL_9067,Unique,ACTIVE,30,2026-01-30,16597,606,0,94,GTM-XYZ119
ADV_1041,Advertiser_ADV_1041,LI_7986,Campaign_Q1_Display,ACTIVE,3214.02,FL_9014,Activity_FL_9014,Standard,ACTIVE,30,2026-01-30,46577,922,747,59,GTM-XYZ102
ADV_1020,Advertiser_ADV_1020,LI_6310,Campaign_Spring_Display,ACTIVE,2902.6,FL_9021,Activity_FL_9021,Unique,ACTIVE,30,2026-01-30,38247,170,915,98,GTM-XYZ123
ADV_1007,Advertiser_ADV_1007,LI_9467,Campaign_Q2_Display,ACTIVE,3050.12,FL_9098,Activity_FL_9098,Session,ACTIVE,30,2026-01-30,34331,484,223,89,GTM-XYZ119
ADV_1005,Advertiser_ADV_1005,LI_8394,Campaign_Spring_Display,ACTIVE,4423.41,FL_9097,Activity_FL_9097,Unique,ACTIVE,30,2026-01-30,23873,502,129,44,GTM-XYZ105
ADV_1040,Advertiser_ADV_1040,LI_7589,Campaign_Q1_Display,ACTIVE,2643.84,FL_9078,Activity_FL_9078,Session,ACTIVE,30,2026-01-30,6409,912,500,39,GTM-XYZ106
ADV_1003,Advertiser_ADV_1003,LI_9381,Campaign_Q1_Display,ACTIVE,2685.21,FL_9022,Activity_FL_9022,Standard,ACTIVE,30,2026-01-30,29200,801,224,27,GTM-XYZ101
ADV_1005,Advertiser_ADV_1005,LI_6939,Campaign_Spring_Display,ACTIVE,3909.76,FL_9000,Activity_FL_9000,Unique,ACTIVE,30,2026-01-30,9553,207,860,53,GTM-XYZ109
ADV_1026,Advertiser_ADV_1026,LI_7502,Campaign_Spring_Display,ACTIVE,527.87,FL_9039,Activity_FL_9039,Unique,ACTIVE,30,2026-01-30,37549,247,218,58,GTM-XYZ122
ADV_1029,Advertiser_ADV_1029,LI_8902,Campaign_Q2_Display,ACTIVE,4436.42,nan,Activity_FL_9066,Standard,ACTIVE,30,2026-01-30,8859,926,432,45,GTM-XYZ125
ADV_1011,Advertiser_ADV_1011,LI_9359,Campaign_Q1_Display,ACTIVE,1763.01,FL_9050,Activity_FL_9050,Standard,ACTIVE,30,2026-01-30,44274,792,245,14,GTM-XYZ124
ADV_1008,Advertiser_ADV_1008,LI_8016,Campaign_Q1_Display,ACTIVE,1637.83,FL_9056,Activity_FL_9056,Session,ACTIVE,30,2026-01-30,38829,769,595,83,GTM-XYZ112
ADV_1018,Advertiser_ADV_1018,LI_9230,Campaign_Q2_Display,ACTIVE,3629.9,FL_9074,Activity_FL_9074,Unique,ACTIVE,30,2026-01-30,23242,902,698,20,GTM-XYZ124
ADV_1039,Advertiser_ADV_1039,LI_6175,Campaign_Q2_Display,ACTIVE,754.84,FL_9023,Activity_FL_9023,Unique,ACTIVE,30,2026-01-30,10328,911,455,85,GTM-XYZ106
ADV_1007,Advertiser_ADV_1007,LI_5413,Campaign_Q1_Display,ACTIVE,2188.83,FL_9054,Activity_FL_9054,Standard,ACTIVE,30,2026-01-30,49176,608,0,51,GTM-XYZ150
ADV_1030,Advertiser_ADV_1030,LI_9255,Campaign_Q2_Display,ACTIVE,3215.99,FL_9046,Activity_FL_9046,Session,ACTIVE,30,2026-01-30,2759,462,809,71,GTM-XYZ101
ADV_1002,Advertiser_ADV_1002,LI_7606,Campaign_Spring_Display,ACTIVE,4057.68,FL_9054,Activity_FL_9054,Session,ACTIVE,30,2026-01-30,23520,985,995,17,GTM-XYZ103
ADV_1047,Advertiser_ADV_1047,LI_7556,Campaign_Q2_Display,ACTIVE,2985.07,FL_9016,Activity_FL_9016,Unique,ACTIVE,30,2026-01-30,31874,211,595,63,GTM-XYZ134
ADV_1036,Advertiser_ADV_1036,LI_9044,Campaign_Spring_Display,ACTIVE,4349.87,FL_9023,Activity_FL_9023,Unique,ACTIVE,30,2026-01-30,49265,512,198,64,GTM-XYZ105
ADV_1025,Advertiser_ADV_1025,LI_8496,Campaign_Q2_Display,ACTIVE,3558.46,FL_9009,Activity_FL_9009,Unique,ACTIVE,30,2025-01-01,24755,926,953,67,GTM-XYZ142
ADV_1012,Advertiser_ADV_1012,LI_5183,Campaign_Spring_Display,ACTIVE,2866.45,FL_9036,Activity_FL_9036,Standard,ACTIVE,30,2026-01-30,16649,748,754,100,GTM-XYZ141
ADV_1032,Advertiser_ADV_1032,LI_5217,Campaign_Q2_Display,ACTIVE,4645.83,nan,Activity_FL_9029,Standard,ACTIVE,30,2026-01-30,19722,642,559,53,GTM-XYZ103
ADV_1046,Advertiser_ADV_1046,LI_5321,Campaign_Q1_Display,ACTIVE,1531.99,nan,Activity_FL_9088,Unique,ACTIVE,30,2026-01-30,10967,57,849,51,GTM-XYZ135
ADV_1001,Advertiser_ADV_1001,LI_9816,Campaign_Spring_Display,ACTIVE,3699.24,nan,Activity_FL_9019,Session,ACTIVE,30,2026-01-30,23819,676,230,94,GTM-XYZ113
ADV_1007,Advertiser_ADV_1007,LI_9439,Campaign_Q1_Display,ACTIVE,996.48,FL_9099,Activity_FL_9099,Session,ACTIVE,30,2026-01-30,5965,896,697,95,GTM-XYZ129
ADV_1049,Advertiser_ADV_1049,LI_9219,Campaign_Spring_Display,ACTIVE,1723.16,FL_9051,Activity_FL_9051,Session,ACTIVE,30,2025-01-01,10370,317,933,55,GTM-XYZ102
ADV_1006,Advertiser_ADV_1006,LI_7676,Campaign_Spring_Display,ACTIVE,141.53,FL_9038,Activity_FL_9038,Standard,ACTIVE,30,2026-01-30,47334,629,744,51,GTM-XYZ130
ADV_1015,Advertiser_ADV_1015,LI_9698,Campaign_Spring_Display,ACTIVE,4454.02,FL_9091,Activity_FL_9091,Standard,ACTIVE,30,2026-01-30,43678,842,0,13,GTM-XYZ128
ADV_1013,Advertiser_ADV_1013,LI_7556,Campaign_Spring_Display,ACTIVE,1084.03,FL_9052,Activity_FL_9052,Standard,ACTIVE,30,2026-01-30,46570,541,717,91,GTM-XYZ128
ADV_1010,Advertiser_ADV_1010,LI_8971,Campaign_Q2_Display,ACTIVE,2877.72,FL_9073,Activity_FL_9073,Session,ACTIVE,30,2026-01-30,46702,788,895,91,GTM-XYZ143
ADV_1038,Advertiser_ADV_1038,LI_5400,Campaign_Q2_Display,ACTIVE,2435.72,FL_9083,Activity_FL_9083,Session,ACTIVE,30,2026-01-30,41728,194,736,67,GTM-XYZ103
ADV_1039,Advertiser_ADV_1039,LI_9194,Campaign_Spring_Display,ACTIVE,2657.55,FL_9026,Activity_FL_9026,Standard,ACTIVE,30,2025-01-01,45960,420,260,13,GTM-XYZ125
ADV_1011,Advertiser_ADV_1011,LI_6520,Campaign_Q2_Display,ACTIVE,1284.06,FL_9071,Activity_FL_9071,Standard,ACTIVE,30,2026-01-30,37799,274,871,89,GTM-XYZ114
ADV_1022,Advertiser_ADV_1022,LI_6623,Campaign_Q1_Display,ACTIVE,2510.35,FL_9008,Activity_FL_9008,Standard,ACTIVE,30,2026-01-30,42886,674,498,94,GTM-XYZ122
ADV_1034,Advertiser_ADV_1034,LI_7203,Campaign_Q1_Display,ACTIVE,347.64,FL_9009,Activity_FL_9009,Session,ACTIVE,30,2026-01-30,1156,471,795,76,GTM-XYZ104
ADV_1036,Advertiser_ADV_1036,LI_5522,Campaign_Spring_Display,ACTIVE,3504.18,FL_9002,Activity_FL_9002,Unique,ACTIVE,30,2026-01-30,5152,863,789,75,GTM-XYZ108
ADV_1010,Advertiser_ADV_1010,LI_5640,Campaign_Q1_Display,ACTIVE,3211.28,FL_9038,Activity_FL_9038,Standard,ACTIVE,30,2026-01-30,47068,505,385,99,GTM-XYZ118
ADV_1014,Advertiser_ADV_1014,LI_6321,Campaign_Spring_Display,ACTIVE,267.18,FL_9004,Activity_FL_9004,Unique,ACTIVE,30,2026-01-30,21308,621,858,34,GTM-XYZ142
ADV_1002,Advertiser_ADV_1002,LI_5670,Campaign_Q1_Display,ACTIVE,2219.83,FL_9087,Activity_FL_9087,Session,ACTIVE,30,2026-01-30,6234,505,206,40,GTM-XYZ140
ADV_1038,Advertiser_ADV_1038,LI_9895,Campaign_Q2_Display,ACTIVE,1499.22,FL_9051,Activity_FL_9051,Standard,ACTIVE,30,2026-01-30,16125,478,461,92,GTM-XYZ113
ADV_1015,Advertiser_ADV_1015,LI_9842,Campaign_Q2_Display,ACTIVE,2140.3,FL_9074,Activity_FL_9074,Session,ACTIVE,30,2026-01-30,44896,862,441,87,GTM-XYZ109
ADV_1037,Advertiser_ADV_1037,LI_6550,Campaign_Q2_Display,ACTIVE,606.27,FL_9057,Activity_FL_9057,Session,ACTIVE,30,2026-01-30,7318,925,182,98,GTM-XYZ144
