Container_ID,Tag_ID,Tag_Name,Status,Trigger_Name,Linked_Floodlight_ID,Conversion_Linker_Enabled,Advertiser_ID_Config,Configured_Counting_Method,Consent_Settings
GTM-XYZ117,TAG_1403,DV360_Floodlight,Live,Page View - All Pages,FL_9012,True,ADV_1044,Standard,"ad_storage,analytics_storage"
GTM-XYZ116,TAG_1597,DV360_Floodlight,Live,Page View - All Pages,FL_9079,True,ADV_1006,Standard,"ad_storage,analytics_storage"
GTM-XYZ132,TAG_4967,DV360_Floodlight,Live,Page View - All Pages,FL_9097,True,ADV_1034,Standard,"ad_storage,analytics_storage"
GTM-XYZ142,TAG_3304,DV360_Floodlight,Live,Page View - All Pages,FL_9046,True,ADV_1042,Standard,"ad_storage,analytics_storage"
GTM-XYZ118,TAG_9451,DV360_Floodlight,Live,Page View - All Pages,FL_9003,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ106,TAG_2907,DV360_Floodlight,Live,Page View - All Pages,FL_9009,True,ADV_1040,Standard,"ad_storage,analytics_storage"
GTM-XYZ113,TAG_3801,DV360_Floodlight,Live,Page View - All Pages,FL_9016,True,ADV_1009,Standard,"ad_storage,analytics_storage"
GTM-XYZ101,TAG_6804,DV360_Floodlight,Live,Page View - All Pages,FL_9069,True,ADV_1006,Standard,"ad_storage,analytics_storage"
GTM-XYZ143,TAG_7878,DV360_Floodlight,Live,Page View - All Pages,FL_9094,True,ADV_1023,Standard,"ad_storage,analytics_storage"
GTM-XYZ132,TAG_2885,DV360_Floodlight,Live,Page View - All Pages,FL_9047,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ137,TAG_4588,DV360_Floodlight,Live,Page View - All Pages,FL_9045,True,ADV_1026,Standard,"ad_storage,analytics_storage"
GTM-XYZ125,TAG_4186,DV360_Floodlight,Live,Page View - All Pages,FL_9039,True,ADV_1009,Standard,"ad_storage,analytics_storage"
GTM-XYZ110,TAG_7059,DV360_Floodlight,Live,Page View - All Pages,FL_9032,True,ADV_1006,Standard,"ad_storage,analytics_storage"
GTM-XYZ142,TAG_3139,DV360_Floodlight,Live,Page View - All Pages,FL_9005,True,ADV_1046,Standard,"ad_storage,analytics_storage"
GTM-XYZ140,TAG_5507,DV360_Floodlight,Live,Page View - All Pages,FL_9019,True,ADV_1040,Standard,"ad_storage,analytics_storage"
GTM-XYZ143,TAG_9635,DV360_Floodlight,Live,Page View - All Pages,FL_9070,True,ADV_1041,Standard,"ad_storage,analytics_storage"
GTM-XYZ118,TAG_5022,DV360_Floodlight,Live,Page View - All Pages,FL_9074,True,ADV_1048,Standard,"ad_storage,analytics_storage"
GTM-XYZ130,TAG_4194,DV360_Floodlight,Live,Page View - All Pages,FL_9051,True,ADV_1038,Standard,"ad_storage,analytics_storage"
GTM-XYZ116,TAG_3280,DV360_Floodlight,Live,Page View - All Pages,FL_9099,True,ADV_1019,Standard,"ad_storage,analytics_storage"
GTM-XYZ148,TAG_9261,DV360_Floodlight,Live,Page View - All Pages,FL_9079,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ146,TAG_8498,DV360_Floodlight,Live,Page View - All Pages,FL_9094,True,ADV_1025,Standard,"ad_storage,analytics_storage"
GTM-XYZ112,TAG_6053,DV360_Floodlight,Live,Page View - All Pages,FL_9079,True,ADV_1007,Standard,"ad_storage,analytics_storage"
GTM-XYZ104,TAG_3259,DV360_Floodlight,Live,Page View - All Pages,FL_9051,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ150,TAG_9570,DV360_Floodlight,Live,Page View - All Pages,FL_9054,True,ADV_1027,Standard,"ad_storage,analytics_storage"
GTM-XYZ113,TAG_7645,DV360_Floodlight,Live,Page View - All Pages,FL_9003,True,ADV_1029,Standard,"ad_storage,analytics_storage"
GTM-XYZ123,TAG_2804,DV360_Floodlight,Live,Page View - All Pages,FL_9089,True,ADV_1008,Standard,"ad_storage,analytics_storage"
GTM-XYZ150,TAG_5294,DV360_Floodlight,Live,Page View - All Pages,FL_9041,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ127,TAG_7557,DV360_Floodlight,Live,Page View - All Pages,FL_9038,True,ADV_1039,Standard,"ad_storage,analytics_storage"
GTM-XYZ140,TAG_4117,DV360_Floodlight,Live,Page View - All Pages,FL_9046,True,ADV_1031,Standard,"ad_storage,analytics_storage"
GTM-XYZ104,TAG_9474,DV360_Floodlight,Live,Page View - All Pages,FL_9046,True,ADV_1049,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_9337,DV360_Floodlight,Live,Page View - All Pages,FL_9032,True,ADV_1047,Standard,"ad_storage,analytics_storage"
GTM-XYZ132,TAG_7327,DV360_Floodlight,Live,Page View - All Pages,FL_9092,True,ADV_1021,Standard,"ad_storage,analytics_storage"
GTM-XYZ104,TAG_7943,DV360_Floodlight,Live,Page View - All Pages,FL_9044,True,ADV_1001,Standard,"ad_storage,analytics_storage"
GTM-XYZ135,TAG_7212,DV360_Floodlight,Live,Page View - All Pages,FL_9024,True,ADV_1040,Standard,"ad_storage,analytics_storage"
GTM-XYZ144,TAG_6763,DV360_Floodlight,Live,Page View - All Pages,FL_9006,True,ADV_1044,Standard,"ad_storage,analytics_storage"
GTM-XYZ147,TAG_8162,DV360_Floodlight,Live,Page View - All Pages,FL_9077,True,ADV_1025,Standard,nan
GTM-XYZ102,TAG_2756,DV360_Floodlight,Live,Page View - All Pages,FL_9015,True,ADV_1028,Standard,"ad_storage,analytics_storage"
GTM-XYZ122,TAG_1118,DV360_Floodlight,Live,Page View - All Pages,FL_9026,True,ADV_1042,Standard,"ad_storage,analytics_storage"
GTM-XYZ144,TAG_7021,DV360_Floodlight,Live,Page View - All Pages,FL_9097,True,ADV_1012,Standard,"ad_storage,analytics_storage"
GTM-XYZ104,TAG_7453,DV360_Floodlight,Live,Page View - All Pages,FL_9084,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ118,TAG_2084,DV360_Floodlight,Live,Page View - All Pages,FL_9062,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ111,TAG_5524,DV360_Floodlight,Live,Page View - All Pages,FL_9082,True,ADV_1021,Standard,"ad_storage,analytics_storage"
GTM-XYZ132,TAG_9505,DV360_Floodlight,Live,Page View - All Pages,FL_9039,True,ADV_1019,Standard,"ad_storage,analytics_storage"
GTM-XYZ100,TAG_9567,DV360_Floodlight,Live,Page View - All Pages,FL_9012,True,ADV_1037,Standard,"ad_storage,analytics_storage"
GTM-XYZ142,TAG_5016,DV360_Floodlight,Live,Page View - All Pages,FL_9066,True,ADV_1009,Standard,"ad_storage,analytics_storage"
GTM-XYZ121,TAG_9806,DV360_Floodlight,Live,Page View - All Pages,FL_9064,True,ADV_1017,Standard,"ad_storage,analytics_storage"
GTM-XYZ143,TAG_1957,DV360_Floodlight,Live,Page View - All Pages,FL_9041,True,ADV_1014,Standard,"ad_storage,analytics_storage"
GTM-XYZ105,TAG_8400,DV360_Floodlight,Live,Page View - All Pages,FL_9033,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ108,TAG_8868,DV360_Floodlight,Live,Page View - All Pages,FL_9054,True,ADV_1032,Standard,"ad_storage,analytics_storage"
GTM-XYZ145,TAG_2670,DV360_Floodlight,Live,Page View - All Pages,FL_9064,True,ADV_1044,Standard,"ad_storage,analytics_storage"
GTM-XYZ115,TAG_3544,DV360_Floodlight,Live,Page View - All Pages,FL_9012,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ115,TAG_8540,DV360_Floodlight,Live,Page View - All Pages,FL_9043,True,ADV_1004,Standard,"ad_storage,analytics_storage"
GTM-XYZ146,TAG_3818,DV360_Floodlight,Live,Page View - All Pages,FL_9053,True,ADV_1017,Standard,"ad_storage,analytics_storage"
GTM-XYZ148,TAG_1450,DV360_Floodlight,Live,Page View - All Pages,FL_9040,True,ADV_1032,Standard,"ad_storage,analytics_storage"
GTM-XYZ114,TAG_6706,DV360_Floodlight,Live,Page View - All Pages,FL_9030,True,ADV_1034,Standard,"ad_storage,analytics_storage"
GTM-XYZ131,TAG_4325,DV360_Floodlight,Live,Page View - All Pages,FL_9084,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ121,TAG_5482,DV360_Floodlight,Live,Page View - All Pages,FL_9088,True,ADV_1018,Standard,"ad_storage,analytics_storage"
GTM-XYZ111,TAG_3440,DV360_Floodlight,Live,Page View - All Pages,FL_9073,True,ADV_1010,Standard,"ad_storage,analytics_storage"
GTM-XYZ115,TAG_6479,DV360_Floodlight,Live,Page View - All Pages,FL_9000,True,ADV_1044,Standard,"ad_storage,analytics_storage"
GTM-XYZ117,TAG_4764,DV360_Floodlight,Live,Page View - All Pages,FL_9084,True,ADV_1004,Standard,nan
GTM-XYZ130,TAG_4812,DV360_Floodlight,Live,Page View - All Pages,FL_9079,True,ADV_1005,Standard,"ad_storage,analytics_storage"
GTM-XYZ108,TAG_4952,DV360_Floodlight,Live,Page View - All Pages,FL_9089,True,ADV_1004,Standard,"ad_storage,analytics_storage"
GTM-XYZ123,TAG_7182,DV360_Floodlight,Live,Page View - All Pages,FL_9011,True,ADV_1020,Standard,"ad_storage,analytics_storage"
GTM-XYZ105,TAG_1989,DV360_Floodlight,Live,Page View - All Pages,FL_9063,True,ADV_1039,Standard,"ad_storage,analytics_storage"
GTM-XYZ130,TAG_7597,DV360_Floodlight,Live,Page View - All Pages,FL_9001,True,ADV_1039,Standard,"ad_storage,analytics_storage"
GTM-XYZ145,TAG_8411,DV360_Floodlight,Live,Page View - All Pages,FL_9009,True,ADV_1019,Standard,nan
GTM-XYZ143,TAG_3365,DV360_Floodlight,Live,Page View - All Pages,FL_9025,True,ADV_1005,Standard,"ad_storage,analytics_storage"
GTM-XYZ110,TAG_6747,DV360_Floodlight,Live,Page View - All Pages,FL_9000,True,ADV_1001,Standard,nan
GTM-XYZ135,TAG_8441,DV360_Floodlight,Live,Page View - All Pages,FL_9087,True,ADV_1049,Standard,nan
GTM-XYZ111,TAG_5673,DV360_Floodlight,Live,Page View - All Pages,FL_9096,True,ADV_1049,Standard,"ad_storage,analytics_storage"
GTM-XYZ146,TAG_8911,DV360_Floodlight,Live,Page View - All Pages,FL_9079,True,ADV_1005,Standard,"ad_storage,analytics_storage"
GTM-XYZ102,TAG_4979,DV360_Floodlight,Live,Page View - All Pages,FL_9069,True,ADV_1040,Standard,"ad_storage,analytics_storage"
GTM-XYZ133,TAG_9816,DV360_Floodlight,Live,Page View - All Pages,FL_9008,True,ADV_1025,Standard,"ad_storage,analytics_storage"
GTM-XYZ142,TAG_1908,DV360_Floodlight,Live,Page View - All Pages,FL_9006,True,ADV_1042,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_7255,DV360_Floodlight,Live,Page View - All Pages,FL_9002,True,ADV_1030,Standard,"ad_storage,analytics_storage"
GTM-XYZ147,TAG_8125,DV360_Floodlight,Live,Page View - All Pages,FL_9012,True,ADV_1033,Standard,nan
GTM-XYZ125,TAG_4266,DV360_Floodlight,Live,Page View - All Pages,FL_9032,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ113,TAG_8187,DV360_Floodlight,Live,Page View - All Pages,FL_9047,True,ADV_1027,Standard,"ad_storage,analytics_storage"
GTM-XYZ135,TAG_4306,DV360_Floodlight,Live,Page View - All Pages,FL_9039,True,ADV_1039,Standard,"ad_storage,analytics_storage"
GTM-XYZ100,TAG_8405,DV360_Floodlight,Live,Page View - All Pages,FL_9083,True,ADV_1034,Standard,"ad_storage,analytics_storage"
GTM-XYZ107,TAG_3573,DV360_Floodlight,Live,Page View - All Pages,FL_9014,True,ADV_1036,Standard,"ad_storage,analytics_storage"
GTM-XYZ115,TAG_2910,DV360_Floodlight,Live,Page View - All Pages,FL_9035,True,ADV_1029,Standard,"ad_storage,analytics_storage"
GTM-XYZ148,TAG_4172,DV360_Floodlight,Live,Page View - All Pages,FL_9000,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ118,TAG_6622,DV360_Floodlight,Live,Page View - All Pages,FL_9095,True,ADV_1026,Standard,"ad_storage,analytics_storage"
GTM-XYZ129,TAG_8053,DV360_Floodlight,Live,Page View - All Pages,FL_9088,True,ADV_1038,Standard,"ad_storage,analytics_storage"
GTM-XYZ144,TAG_3782,DV360_Floodlight,Live,Page View - All Pages,FL_9076,True,ADV_1041,Standard,"ad_storage,analytics_storage"
GTM-XYZ128,TAG_7222,DV360_Floodlight,Live,Page View - All Pages,FL_9031,True,ADV_1015,Standard,"ad_storage,analytics_storage"
GTM-XYZ104,TAG_7407,DV360_Floodlight,Live,Page View - All Pages,FL_9005,True,ADV_1012,Standard,"ad_storage,analytics_storage"
GTM-XYZ103,TAG_9783,DV360_Floodlight,Live,Page View - All Pages,FL_9006,True,ADV_1017,Standard,"ad_storage,analytics_storage"
GTM-XYZ145,TAG_2668,DV360_Floodlight,Live,Page View - All Pages,FL_9052,True,ADV_1004,Standard,"ad_storage,analytics_storage"
GTM-XYZ122,TAG_4530,DV360_Floodlight,Live,Page View - All Pages,FL_9016,True,ADV_1047,Standard,"ad_storage,analytics_storage"
GTM-XYZ136,TAG_6374,DV360_Floodlight,Live,Page View - All Pages,FL_9091,True,ADV_1030,Standard,"ad_storage,analytics_storage"
GTM-XYZ108,TAG_3222,DV360_Floodlight,Live,Page View - All Pages,FL_9065,True,ADV_1048,Standard,"ad_storage,analytics_storage"
GTM-XYZ149,TAG_1606,DV360_Floodlight,Live,Page View - All Pages,FL_9084,True,ADV_1038,Standard,"ad_storage,analytics_storage"
GTM-XYZ134,TAG_9953,DV360_Floodlight,Live,Page View - All Pages,FL_9057,True,ADV_1020,Standard,"ad_storage,analytics_storage"
GTM-XYZ134,TAG_4446,DV360_Floodlight,Live,Page View - All Pages,FL_9063,True,ADV_1013,Standard,"ad_storage,analytics_storage"
GTM-XYZ122,TAG_2496,DV360_Floodlight,Live,Page View - All Pages,FL_9057,True,ADV_1022,Standard,"ad_storage,analytics_storage"
GTM-XYZ116,TAG_6504,DV360_Floodlight,Live,Page View - All Pages,FL_9006,True,ADV_1012,Standard,"ad_storage,analytics_storage"
GTM-XYZ138,TAG_3765,DV360_Floodlight,Live,Page View - All Pages,FL_9014,True,ADV_1004,Standard,"ad_storage,analytics_storage"
GTM-XYZ146,TAG_7407,DV360_Floodlight,Live,Page View - All Pages,FL_9010,True,ADV_1034,Standard,"ad_storage,analytics_storage"
GTM-XYZ102,TAG_5960,DV360_Floodlight,Live,Page View - All Pages,FL_9086,True,ADV_1015,Standard,nan
GTM-XYZ132,TAG_7960,DV360_Floodlight,Live,Page View - All Pages,FL_9006,True,ADV_1050,Standard,"ad_storage,analytics_storage"
GTM-XYZ136,TAG_6979,DV360_Floodlight,Live,Page View - All Pages,FL_9087,True,ADV_1016,Standard,"ad_storage,analytics_storage"
GTM-XYZ132,TAG_5594,DV360_Floodlight,Live,Page View - All Pages,FL_9036,True,ADV_1003,Standard,"ad_storage,analytics_storage"
GTM-XYZ140,TAG_6774,DV360_Floodlight,Live,Page View - All Pages,FL_9050,True,ADV_1037,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_9176,DV360_Floodlight,Live,Page View - All Pages,FL_9065,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ113,TAG_2161,DV360_Floodlight,Live,Page View - All Pages,FL_9000,True,ADV_1026,Standard,"ad_storage,analytics_storage"
GTM-XYZ101,TAG_9685,DV360_Floodlight,Live,Page View - All Pages,FL_9073,True,ADV_1027,Standard,"ad_storage,analytics_storage"
GTM-XYZ144,TAG_4818,DV360_Floodlight,Live,Page View - All Pages,FL_9020,True,ADV_1012,Standard,"ad_storage,analytics_storage"
GTM-XYZ103,TAG_4530,DV360_Floodlight,Live,Page View - All Pages,FL_9051,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ107,TAG_7360,DV360_Floodlight,Live,Page View - All Pages,FL_9078,True,ADV_1011,Standard,"ad_storage,analytics_storage"
GTM-XYZ102,TAG_2525,DV360_Floodlight,Live,Page View - All Pages,FL_9034,True,ADV_1033,Standard,"ad_storage,analytics_storage"
GTM-XYZ109,TAG_4644,DV360_Floodlight,Live,Page View - All Pages,FL_9003,True,ADV_1027,Standard,"ad_storage,analytics_storage"
GTM-XYZ114,TAG_8898,DV360_Floodlight,Live,Page View - All Pages,FL_9022,True,ADV_1043,Standard,"ad_storage,analytics_storage"
GTM-XYZ123,TAG_5482,DV360_Floodlight,Live,Page View - All Pages,FL_9063,True,ADV_1011,Standard,"ad_storage,analytics_storage"
GTM-XYZ115,TAG_9395,DV360_Floodlight,Live,Page View - All Pages,FL_9081,True,ADV_1046,Standard,"ad_storage,analytics_storage"
GTM-XYZ109,TAG_5363,DV360_Floodlight,Live,Page View - All Pages,FL_9038,True,ADV_1005,Standard,"ad_storage,analytics_storage"
GTM-XYZ109,TAG_5779,DV360_Floodlight,Live,Page View - All Pages,FL_9090,True,ADV_1023,Standard,"ad_storage,analytics_storage"
GTM-XYZ104,TAG_7168,DV360_Floodlight,Live,Page View - All Pages,FL_9060,True,ADV_1021,Standard,"ad_storage,analytics_storage"
GTM-XYZ148,TAG_1605,DV360_Floodlight,Live,Page View - All Pages,FL_9020,True,ADV_1037,Standard,"ad_storage,analytics_storage"
GTM-XYZ117,TAG_8805,DV360_Floodlight,Live,Page View - All Pages,FL_9058,True,ADV_1044,Standard,nan
GTM-XYZ133,TAG_1053,DV360_Floodlight,Live,Page View - All Pages,FL_9092,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ137,TAG_3575,DV360_Floodlight,Live,Page View - All Pages,FL_9039,True,ADV_1035,Standard,"ad_storage,analytics_storage"
GTM-XYZ145,TAG_3219,DV360_Floodlight,Live,Page View - All Pages,FL_9017,True,ADV_1023,Standard,"ad_storage,analytics_storage"
GTM-XYZ136,TAG_3080,DV360_Floodlight,Live,Page View - All Pages,FL_9010,True,ADV_1046,Standard,nan
GTM-XYZ126,TAG_6769,DV360_Floodlight,Live,Page View - All Pages,FL_9042,True,ADV_1023,Standard,"ad_storage,analytics_storage"
GTM-XYZ136,TAG_8373,DV360_Floodlight,Live,Page View - All Pages,FL_9086,True,ADV_1037,Standard,"ad_storage,analytics_storage"
GTM-XYZ107,TAG_4972,DV360_Floodlight,Live,Page View - All Pages,FL_9007,True,ADV_1038,Standard,"ad_storage,analytics_storage"
GTM-XYZ145,TAG_3967,DV360_Floodlight,Live,Page View - All Pages,FL_9077,True,ADV_1012,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_7110,DV360_Floodlight,Live,Page View - All Pages,FL_9006,True,ADV_1026,Standard,nan
GTM-XYZ105,TAG_8137,DV360_Floodlight,Live,Page View - All Pages,FL_9085,True,ADV_1016,Standard,"ad_storage,analytics_storage"
GTM-XYZ101,TAG_9110,DV360_Floodlight,Live,Page View - All Pages,FL_9083,True,ADV_1050,Standard,"ad_storage,analytics_storage"
GTM-XYZ116,TAG_9125,DV360_Floodlight,Live,Page View - All Pages,FL_9032,True,ADV_1004,Standard,nan
GTM-XYZ109,TAG_7010,DV360_Floodlight,Live,Page View - All Pages,FL_9031,True,ADV_1050,Standard,nan
GTM-XYZ100,TAG_8340,DV360_Floodlight,Live,Page View - All Pages,FL_9063,True,ADV_1005,Standard,"ad_storage,analytics_storage"
GTM-XYZ143,TAG_9970,DV360_Floodlight,Live,Page View - All Pages,FL_9044,True,ADV_1019,Standard,"ad_storage,analytics_storage"
GTM-XYZ101,TAG_7301,DV360_Floodlight,Live,Page View - All Pages,FL_9028,True,ADV_1001,Standard,"ad_storage,analytics_storage"
GTM-XYZ107,TAG_4473,DV360_Floodlight,Live,Page View - All Pages,FL_9059,True,ADV_1030,Standard,"ad_storage,analytics_storage"
GTM-XYZ112,TAG_8641,DV360_Floodlight,Live,Page View - All Pages,FL_9046,True,ADV_1027,Standard,"ad_storage,analytics_storage"
GTM-XYZ102,TAG_3609,DV360_Floodlight,Live,Page View - All Pages,FL_9059,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ133,TAG_1804,DV360_Floodlight,Live,Page View - All Pages,FL_9074,True,ADV_1007,Standard,"ad_storage,analytics_storage"
GTM-XYZ134,TAG_6632,DV360_Floodlight,Live,Page View - All Pages,FL_9015,True,ADV_1013,Standard,"ad_storage,analytics_storage"
GTM-XYZ149,TAG_2069,DV360_Floodlight,Live,Page View - All Pages,FL_9070,True,ADV_1038,Standard,"ad_storage,analytics_storage"
GTM-XYZ148,TAG_8642,DV360_Floodlight,Live,Page View - All Pages,FL_9064,True,ADV_1009,Standard,"ad_storage,analytics_storage"
GTM-XYZ141,TAG_2313,DV360_Floodlight,Live,Page View - All Pages,FL_9009,True,ADV_1040,Standard,"ad_storage,analytics_storage"
GTM-XYZ116,TAG_2082,DV360_Floodlight,Live,Page View - All Pages,FL_9007,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ135,TAG_2661,DV360_Floodlight,Live,Page View - All Pages,FL_9006,True,ADV_1048,Standard,nan
GTM-XYZ102,TAG_3760,DV360_Floodlight,Live,Page View - All Pages,FL_9079,True,ADV_1020,Standard,"ad_storage,analytics_storage"
GTM-XYZ101,TAG_9266,DV360_Floodlight,Live,Page View - All Pages,FL_9060,True,ADV_1028,Standard,"ad_storage,analytics_storage"
GTM-XYZ136,TAG_1354,DV360_Floodlight,Live,Page View - All Pages,FL_9032,True,ADV_1035,Standard,"ad_storage,analytics_storage"
GTM-XYZ149,TAG_4569,DV360_Floodlight,Live,Page View - All Pages,FL_9081,True,ADV_1035,Standard,"ad_storage,analytics_storage"
GTM-XYZ137,TAG_7408,DV360_Floodlight,Live,Page View - All Pages,FL_9045,True,ADV_1035,Standard,"ad_storage,analytics_storage"
GTM-XYZ141,TAG_2948,DV360_Floodlight,Live,Page View - All Pages,FL_9061,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_2270,DV360_Floodlight,Live,Page View - All Pages,FL_9055,True,ADV_1013,Standard,"ad_storage,analytics_storage"
GTM-XYZ101,TAG_2579,DV360_Floodlight,Live,Page View - All Pages,FL_9073,True,ADV_1023,Standard,"ad_storage,analytics_storage"
GTM-XYZ141,TAG_2808,DV360_Floodlight,Live,Page View - All Pages,FL_9030,True,ADV_1034,Standard,"ad_storage,analytics_storage"
GTM-XYZ108,TAG_2569,DV360_Floodlight,Live,Page View - All Pages,FL_9019,True,ADV_1050,Standard,"ad_storage,analytics_storage"
GTM-XYZ117,TAG_1997,DV360_Floodlight,Live,Page View - All Pages,FL_9058,True,ADV_1041,Standard,"ad_storage,analytics_storage"
GTM-XYZ113,TAG_5630,DV360_Floodlight,Live,Page View - All Pages,FL_9089,True,ADV_1035,Standard,"ad_storage,analytics_storage"
GTM-XYZ112,TAG_5014,DV360_Floodlight,Live,Page View - All Pages,FL_9023,True,ADV_1018,Standard,"ad_storage,analytics_storage"
GTM-XYZ111,TAG_8301,DV360_Floodlight,Live,Page View - All Pages,FL_9098,True,ADV_1002,Standard,"ad_storage,analytics_storage"
GTM-XYZ100,TAG_1641,DV360_Floodlight,Live,Page View - All Pages,FL_9003,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ110,TAG_5931,DV360_Floodlight,Live,Page View - All Pages,FL_9095,True,ADV_1031,Standard,"ad_storage,analytics_storage"
GTM-XYZ133,TAG_7203,DV360_Floodlight,Live,Page View - All Pages,FL_9097,True,ADV_1013,Standard,"ad_storage,analytics_storage"
GTM-XYZ145,TAG_3752,DV360_Floodlight,Live,Page View - All Pages,FL_9031,True,ADV_1040,Standard,"ad_storage,analytics_storage"
GTM-XYZ135,TAG_4166,DV360_Floodlight,Live,Page View - All Pages,FL_9039,True,ADV_1038,Standard,"ad_storage,analytics_storage"
GTM-XYZ124,TAG_7998,DV360_Floodlight,Live,Page View - All Pages,FL_9007,True,ADV_1016,Standard,"ad_storage,analytics_storage"
GTM-XYZ121,TAG_6209,DV360_Floodlight,Live,Page View - All Pages,FL_9074,True,ADV_1043,Standard,"ad_storage,analytics_storage"
GTM-XYZ114,TAG_8392,DV360_Floodlight,Live,Page View - All Pages,FL_9088,True,ADV_1007,Standard,"ad_storage,analytics_storage"
GTM-XYZ135,TAG_6016,DV360_Floodlight,Live,Page View - All Pages,FL_9073,True,ADV_1046,Standard,"ad_storage,analytics_storage"
GTM-XYZ140,TAG_4605,DV360_Floodlight,Live,Page View - All Pages,FL_9091,True,ADV_1033,Standard,"ad_storage,analytics_storage"
GTM-XYZ150,TAG_6046,DV360_Floodlight,Live,Page View - All Pages,FL_9058,True,ADV_1022,Standard,"ad_storage,analytics_storage"
GTM-XYZ148,TAG_2001,DV360_Floodlight,Live,Page View - All Pages,FL_9057,True,ADV_1042,Standard,"ad_storage,analytics_storage"
GTM-XYZ117,TAG_7007,DV360_Floodlight,Live,Page View - All Pages,FL_9021,True,ADV_1049,Standard,"ad_storage,analytics_storage"
GTM-XYZ127,TAG_2841,DV360_Floodlight,Live,Page View - All Pages,FL_9013,True,ADV_1002,Standard,"ad_storage,analytics_storage"
GTM-XYZ118,TAG_2812,DV360_Floodlight,Live,Page View - All Pages,FL_9058,True,ADV_1003,Standard,nan
GTM-XYZ124,TAG_3110,DV360_Floodlight,Live,Page View - All Pages,FL_9063,True,ADV_1027,Standard,"ad_storage,analytics_storage"
GTM-XYZ101,TAG_9679,DV360_Floodlight,Live,Page View - All Pages,FL_9021,True,ADV_1010,Standard,"ad_storage,analytics_storage"
GTM-XYZ131,TAG_3259,DV360_Floodlight,Live,Page View - All Pages,FL_9035,True,ADV_1040,Standard,"ad_storage,analytics_storage"
GTM-XYZ115,TAG_2825,DV360_Floodlight,Live,Page View - All Pages,FL_9048,True,ADV_1040,Standard,"ad_storage,analytics_storage"
GTM-XYZ133,TAG_9781,DV360_Floodlight,Live,Page View - All Pages,FL_9018,True,ADV_1003,Standard,"ad_storage,analytics_storage"
GTM-XYZ105,TAG_2485,DV360_Floodlight,Live,Page View - All Pages,FL_9087,True,ADV_1043,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_5086,DV360_Floodlight,Live,Page View - All Pages,FL_9081,True,ADV_1020,Standard,"ad_storage,analytics_storage"
GTM-XYZ111,TAG_2488,DV360_Floodlight,Live,Page View - All Pages,FL_9044,True,ADV_1050,Standard,"ad_storage,analytics_storage"
GTM-XYZ146,TAG_9366,DV360_Floodlight,Live,Page View - All Pages,FL_9100,True,ADV_1015,Standard,"ad_storage,analytics_storage"
GTM-XYZ114,TAG_6034,DV360_Floodlight,Live,Page View - All Pages,FL_9028,True,ADV_1039,Standard,"ad_storage,analytics_storage"
GTM-XYZ143,TAG_1249,DV360_Floodlight,Live,Page View - All Pages,FL_9016,True,ADV_1030,Standard,"ad_storage,analytics_storage"
GTM-XYZ149,TAG_5274,DV360_Floodlight,Live,Page View - All Pages,FL_9095,True,ADV_1020,Standard,"ad_storage,analytics_storage"
GTM-XYZ140,TAG_2823,DV360_Floodlight,Live,Page View - All Pages,FL_9040,True,ADV_1027,Standard,"ad_storage,analytics_storage"
GTM-XYZ125,TAG_3823,DV360_Floodlight,Live,Page View - All Pages,FL_9022,True,ADV_1012,Standard,"ad_storage,analytics_storage"
GTM-XYZ138,TAG_5186,DV360_Floodlight,Live,Page View - All Pages,FL_9030,True,ADV_1045,Standard,"ad_storage,analytics_storage"
GTM-XYZ129,TAG_3711,DV360_Floodlight,Live,Page View - All Pages,FL_9077,True,ADV_1022,Standard,"ad_storage,analytics_storage"
